Sector,Stock,Date,CNN,LSTM,Hybrid,Transformer
PSUBank,BANKBARODA,10-11-2025,275.19000244140625,272.3900146484375,272.4599914550781,195.2899932861328
PSUBank,BANKBARODA,11-11-2025,275.5,273.45001220703125,270.8999938964844,195.30999755859375
PSUBank,BANKBARODA,12-11-2025,274.3500061035156,272.989990234375,271.9100036621094,195.3800048828125
PSUBank,BANKBARODA,13-11-2025,274.2900085449219,271.67999267578125,261.80999755859375,195.44000244140625
PSUBank,CANBK,07-11-2025,127.61000061035156,122.62999725341797,129.13999938964844,76.5999984741211
PSUBank,CANBK,10-11-2025,129.33999633789062,122.76000213623047,126.72000122070312,76.63999938964844
PSUBank,CANBK,11-11-2025,128.7100067138672,122.83000183105469,125.69000244140625,76.68000030517578
PSUBank,CANBK,12-11-2025,129.80999755859375,122.37999725341797,128.0800018310547,76.70999908447266
PSUBank,CANBK,13-11-2025,130.74000549316406,121.80999755859375,128.91000366210938,76.75
PSUBank,INDIANB,07-11-2025,831.4299926757812,701.0700073242188,789.2899780273438,378.8299865722656
PSUBank,INDIANB,10-11-2025,843.530029296875,705.5800170898438,784.6500244140625,379.010009765625
PSUBank,INDIANB,11-11-2025,838.1500244140625,693.3300170898438,776.0700073242188,379.2200012207031
PSUBank,INDIANB,12-11-2025,818.1099853515625,702.9400024414062,782.6699829101562,379.44000244140625
PSUBank,INDIANB,13-11-2025,815.3200073242188,699.3400268554688,762.1500244140625,379.6400146484375
PSUBank,PNB,07-11-2025,118.12999725341797,117.16999816894531,120.1500015258789,77.95999908447266
PSUBank,PNB,10-11-2025,120.0199966430664,117.05999755859375,118.9800033569336,78.01000213623047
PSUBank,PNB,11-11-2025,119.1500015258789,117.81999969482422,118.30999755859375,78.04000091552734
PSUBank,PNB,12-11-2025,118.62000274658203,117.43000030517578,118.2699966430664,78.08999633789062
PSUBank,PNB,13-11-2025,117.83000183105469,116.5199966430664,119.93000030517578,78.13999938964844
PSUBank,SBIN,07-11-2025,916.72998046875,881.5599975585938,903.7000122070312,627.6900024414062
PSUBank,SBIN,10-11-2025,923.0499877929688,880.3300170898438,907.2100219726562,627.97998046875
